YEAR,DIVISION_ID,DIVISION,NPA,LOCATION,PLACE_TYPE,PLACE_DETAIL,NIBRS,STATUS,MONTH
2022,07,North Tryon,371,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,02,Metro,124,Parking Lot,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,06,Eastway,389,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,02,Metro,382,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,01,Central,342,Indoors,Retail,Department Store,All Other Offenses,Closed,09
2022,11,North,209,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,14,University City,219,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,06,Eastway,343,Indoors,Commercial Place,Other - Commercial Place,All Other Offenses,Open,09
2022,06,Eastway,164,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,09
2022,07,North Tryon,371,Indoors,Commercial Place,Hotel/Motel,Intimidation,Open,09
2022,26,Westover,178,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,21,Steele Creek,96,Indoors,Retail,Grocery Store/Supermarket,All Other Thefts,Open,09
2022,07,North Tryon,21,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,16,Providence,240,Outdoors,Residential,Private Residence,Simple Assault,Open,09
2022,26,Westover,13,Outdoors,Residential,Private Residence,Intimidation,Open,09
2022,21,Steele Creek,94,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Closed,09
2022,01,Central,388,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Burglary/B&E,Open,09
2022,14,University City,64,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,14,University City,155,Indoors,Retail,Department Store,Shoplifting,Open,09
2022,21,Steele Creek,256,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2022,16,Providence,358,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,Open,09
2022,21,Steele Creek,71,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,09
2022,01,Central,341,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2022,16,Providence,390,Parking Lot,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,09
2022,11,North,260,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,09
2022,16,Providence,69,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,09
2022,22,South,253,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2022,02,Metro,292,Indoors,Residential,Private Residence,Intimidation,Open,09
2022,27,Freedom,199,Indoors,Residential,Private Residence,Intimidation,Closed,09
2022,21,Steele Creek,96,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2022,22,South,194,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,12,Hickory Grove,316,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,14,University City,231,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,01,Central,340,Outdoors,Open Area,Street/Highway,Simple Assault,Open,09
2022,06,Eastway,10,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,14,University City,66,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,26,Westover,317,Outdoors,Open Area,Street/Highway,Simple Assault,Closed,09
2022,21,Steele Creek,116,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,02,Metro,85,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,01,Central,340,Indoors,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,09
2022,21,Steele Creek,94,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,09
2022,07,North Tryon,100,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,09
2022,02,Metro,70,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,27,Freedom,73,Outdoors,Residential,Private Residence,Drug/Narcotic Violations,Closed,09
2022,14,University City,66,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,02,Metro,382,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,02,Metro,382,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,26,Westover,326,Outdoors,Retail,Convenience Store,Drug/Narcotic Violations,Open,09
2022,17,Independence,52,Indoors,Retail,Convenience Store,Other Unlisted Non-Criminal,Closed,09
2022,02,Metro,363,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,09
2022,14,University City,60,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,09
2022,06,Eastway,343,Indoors,Retail,Grocery Store/Supermarket,All Other Thefts,Open,09
2022,02,Metro,369,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,27,Freedom,137,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2022,21,Steele Creek,93,Parking Lot,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2022,14,University City,66,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,22,South,354,Parking Lot,Retail,Grocery Store/Supermarket,All Other Thefts,Closed,09
2022,22,South,303,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,14,University City,64,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,06,Eastway,344,Indoors,Residential,Private Residence,Drug/Narcotic Violations,Closed,09
2022,07,North Tryon,103,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,02,Metro,5,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Open,09
2022,22,South,181,Indoors,Retail,Other - Retail,Other Unlisted Non-Criminal,Open,09
2022,11,North,160,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Closed,09
2022,12,Hickory Grove,167,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2022,26,Westover,105,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,Closed,09
2022,14,University City,372,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,27,Freedom,387,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,26,Westover,13,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,11,North,112,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2022,27,Freedom,141,Indoors,Retail,Gas Station,Other Unlisted Non-Criminal,Closed,09
2022,26,Westover,294,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,12,Hickory Grove,162,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2022,27,Freedom,258,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,02,Metro,361,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Closed,09
2022,14,University City,219,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,06,Eastway,386,Outdoors,Retail,Gas Station,All Other Thefts,Open,09
2022,06,Eastway,200,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,26,Westover,13,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,11,North,156,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,12,Hickory Grove,242,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,27,Freedom,385,Outdoors,Residential,Private Residence,All Other Offenses,Open,09
2022,12,Hickory Grove,323,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Intimidation,Open,09
2022,26,Westover,362,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2022,12,Hickory Grove,98,Outdoors,Residential,Private Residence,All Other Offenses,Open,09
2022,14,University City,153,Outdoors,Retail,Grocery Store/Supermarket,Motor Vehicle Theft,Open,09
2022,14,University City,60,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,Open,09
2022,26,Westover,106,Indoors,Retail,Department Store,Shoplifting,Open,09
2022,22,South,284,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,21,Steele Creek,185,Indoors,Retail,Convenience Store,Simple Assault,Open,09
2022,01,Central,341,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,07,North Tryon,101,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,21,Steele Creek,289,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Open,09
2022,14,University City,329,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Open,09
2022,11,North,158,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2022,14,University City,64,Parking Lot,Open Area,Other - Open Area,Motor Vehicle Theft,Open,09
2022,14,University City,64,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,12,Hickory Grove,360,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2022,14,University City,324,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,06,Eastway,389,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,14,University City,60,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,17,Independence,131,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,21,Steele Creek,12,Parking Lot,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2022,21,Steele Creek,267,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,53,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2022,14,University City,331,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,11,North,136,Indoors,Residential,Private Residence,All Other Thefts,Open,09
2022,21,Steele Creek,53,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2022,07,North Tryon,371,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,09
2022,06,Eastway,164,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,14,University City,331,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,07,North Tryon,223,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2022,27,Freedom,124,Parking Lot,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2022,12,Hickory Grove,243,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,230,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Open,09
2022,12,Hickory Grove,243,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2022,27,Freedom,83,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,27,Freedom,199,Outdoors,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,09
2022,12,Hickory Grove,360,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2022,14,University City,219,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,07,North Tryon,128,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Motor Vehicle Theft,Open,09
2022,26,Westover,13,Indoors,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,Open,09
2022,12,Hickory Grove,247,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,09
2022,11,North,72,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,11,North,38,Parking Lot,Retail,Convenience Store,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,111,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,07,North Tryon,327,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,14,University City,67,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,21,Steele Creek,78,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,01,Central,3,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Burglary/B&E,Closed,09
2022,11,North,207,Parking Lot,Open Area,Street/Highway,All Other Offenses,Open,09
2022,26,Westover,159,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2022,21,Steele Creek,53,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,27,Freedom,199,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,06,Eastway,389,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2022,02,Metro,293,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,27,Freedom,141,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,09
2022,14,University City,60,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,11,North,209,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2022,21,Steele Creek,78,Parking Lot,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,02,Metro,51,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2022,01,Central,384,Outdoors,Open Area,Street/Highway,All Other Thefts,Open,09
2022,22,South,75,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Open,09
2022,14,University City,14,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,01,Central,339,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,14,University City,195,Parking Lot,Residential,Private Residence,Motor Vehicle Theft,Open,09
2022,01,Central,341,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,22,South,236,Indoors,Open Area,Other - Open Area,All Other Thefts,Open,09
2022,02,Metro,374,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,16,Providence,184,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,16,Providence,193,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,02,Metro,6,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,17,Independence,16,Indoors,Residential,Private Residence,Aggravated Assault,Closed,09
2022,12,Hickory Grove,127,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,12,Hickory Grove,316,Outdoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,09
2022,14,University City,299,Outdoors,Residential,Private Residence,Drug/Narcotic Violations,Closed,09
2022,12,Hickory Grove,327,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Damage/Vandalism Of Property,Open,09
2022,17,Independence,16,Parking Lot,Retail,Gas Station,Simple Assault,Open,09
2022,11,North,191,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,12,Hickory Grove,227,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2022,11,North,113,Outdoors,Residential,Private Residence,Simple Assault,Closed,09
2022,22,South,298,Other,Open Area,Street/Highway,Simple Assault,Open,09
2022,12,Hickory Grove,127,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2022,11,North,150,Outdoors,Residential,Private Residence,Simple Assault,Open,09
2022,14,University City,221,Outdoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2022,21,Steele Creek,212,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Open,09
2022,02,Metro,6,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2022,21,Steele Creek,94,Indoors,Commercial Place,Hotel/Motel,Burglary/B&E,Open,09
2022,01,Central,339,Outdoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,09
2022,06,Eastway,365,Other,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,11,North,211,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,26,Westover,159,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2022,11,North,139,Indoors,Residential,Private Residence,Missing Person,Closed,09
2022,16,Providence,367,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,22,South,262,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,17,Independence,16,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Closed,09
2022,12,Hickory Grove,228,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,116,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,09
2022,14,University City,273,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,26,Westover,30,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,12,Hickory Grove,50,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,06,Eastway,389,Outdoors,Open Area,Other - Open Area,Simple Assault,Open,09
2022,14,University City,283,Indoors,Retail,Department Store,Shoplifting,Open,09
2022,27,Freedom,199,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2022,26,Westover,290,Parking Lot,Retail,Gas Station,Motor Vehicle Theft,Open,09
2022,17,Independence,287,Indoors,Retail,Department Store,Burglary/B&E,Open,09
2022,01,Central,340,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,16,Providence,11,Outdoors,Open Area,Street/Highway,Simple Assault,Open,09
2022,06,Eastway,2,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,02,Metro,124,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Damage/Vandalism Of Property,Open,09
2022,27,Freedom,385,Indoors,Residential,Private Residence,Aggravated Assault,Closed,09
2022,14,University City,66,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Closed,09
2022,14,University City,331,Outdoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,09
2022,14,University City,155,Indoors,Retail,Gas Station,All Other Thefts,Open,09
2022,27,Freedom,346,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,11,North,209,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Open,09
2022,01,Central,384,Outdoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Closed,09
2022,07,North Tryon,371,Outdoors,Residential,Private Residence,All Other Offenses,Open,09
2022,17,Independence,16,Outdoors,Open Area,Other - Open Area,Aggravated Assault,Open,09
2022,01,Central,339,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,14,University City,221,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,21,Steele Creek,212,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,06,Eastway,90,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2022,22,South,233,Other,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,01,Central,340,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,12,Hickory Grove,247,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Open,09
2022,16,Providence,366,Outdoors,Commercial Place,Other - Commercial Place,All Other Thefts,Closed,09
2022,17,Independence,58,Outdoors,Retail,Convenience Store,Simple Assault,Open,09
2022,12,Hickory Grove,228,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,01,Central,341,Parking Lot,Commercial Place,Other - Commercial Place,Simple Assault,Open,09
2022,14,University City,14,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,14,University City,66,Outdoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Open,09
2022,21,Steele Creek,77,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,28,Airport,387,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,203,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,26,Westover,326,Parking Lot,Retail,Convenience Store,Drug/Narcotic Violations,Closed,09
2022,14,University City,192,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,14,University City,283,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2022,01,Central,340,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2022,12,Hickory Grove,59,Outdoors,Open Area,Street/Highway,Aggravated Assault,Closed,09
2022,06,Eastway,164,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,21,Steele Creek,230,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,09
2022,17,Independence,16,Outdoors,Open Area,Other - Open Area,All Other Offenses,Open,09
2022,16,Providence,240,Indoors,Residential,Private Residence,All Other Offenses,Closed,09
2022,07,North Tryon,100,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2022,14,University City,64,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,14,University City,66,Outdoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Closed,09
2022,12,Hickory Grove,316,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Open,09
2022,16,Providence,367,Outdoors,Residential,Private Residence,Simple Assault,Open,09
2022,26,Westover,326,Parking Lot,Open Area,Other - Open Area,Intimidation,Closed,09
2022,26,Westover,393,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,26,Westover,326,Outdoors,Commercial Place,Other - Commercial Place,Drug/Narcotic Violations,Closed,09
2022,14,University City,336,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2022,17,Independence,135,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Closed,09
2022,21,Steele Creek,130,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,14,University City,219,Outdoors,Open Area,Other - Open Area,All Other Offenses,Open,09
2022,06,Eastway,22,Outdoors,Open Area,Street/Highway,All Other Thefts,Open,09
2022,07,North Tryon,128,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,09
2022,06,Eastway,22,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Closed,09
2022,12,Hickory Grove,162,Other,Residential,Private Residence,Intimidation,Open,09
2022,16,Providence,358,Parking Lot,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,Open,09
2022,02,Metro,311,Indoors,Residential,Private Residence,Aggravated Assault,Open,09
2022,17,Independence,36,Indoors,Retail,Department Store,Shoplifting,Open,09
2022,22,South,172,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,01,Central,384,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,02,Metro,139,Outdoors,Residential,Private Residence,Missing Person,Closed,09
2022,26,Westover,120,Outdoors,Residential,Private Residence,All Other Offenses,Open,09
2022,14,University City,259,Parking Lot,Retail,Gas Station,Aggravated Assault,Open,09
2022,16,Providence,193,Indoors,Retail,Gas Station,Shoplifting,Open,09
2022,21,Steele Creek,76,Other,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2022,14,University City,234,Outdoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,11,North,328,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,26,Westover,294,Indoors,Retail,Gas Station,Simple Assault,Open,09
2022,01,Central,340,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,Open,09
2022,01,Central,341,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,12,Hickory Grove,220,Outdoors,Residential,Private Residence,Simple Assault,Open,09
2022,27,Freedom,330,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2022,14,University City,377,Indoors,Residential,Private Residence,Burglary/B&E,Closed,09
2022,07,North Tryon,10,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2022,26,Westover,24,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,02,Metro,293,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2022,14,University City,221,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2022,21,Steele Creek,285,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,26,Westover,24,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2022,21,Steele Creek,45,Other,Retail,Other - Retail,Shoplifting,Open,09
2022,14,University City,231,Other,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,21,Steele Creek,203,Outdoors,Residential,Private Residence,Missing Person,Closed,09
2022,21,Steele Creek,71,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Closed,09
2022,02,Metro,363,Outdoors,Residential,Private Residence,All Other Offenses,Open,09
2022,16,Providence,163,Outdoors,Open Area,Other - Open Area,All Other Thefts,Open,09
2022,14,University City,275,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,Open,09
2022,21,Steele Creek,96,Parking Lot,Retail,Grocery Store/Supermarket,All Other Offenses,Open,09
2022,01,Central,341,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,Closed,09
2022,02,Metro,157,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2022,14,University City,155,Parking Lot,Retail,Gas Station,All Other Thefts,Closed,09
2022,17,Independence,16,Indoors,Residential,Private Residence,Intimidation,Open,09
2022,21,Steele Creek,92,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,Closed,09
2022,26,Westover,326,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Open,09
2022,12,Hickory Grove,162,Other,Open Area,Street/Highway,All Other Offenses,Closed,09
2022,11,North,305,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,16,Providence,240,Indoors,Retail,Other - Retail,All Other Thefts,Open,09
2022,21,Steele Creek,142,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2022,02,Metro,292,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,12,Parking Lot,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,07,North Tryon,100,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,212,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2022,06,Eastway,164,Indoors,Retail,Grocery Store/Supermarket,Other Unlisted Non-Criminal,Open,09
2022,11,North,125,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,93,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2022,26,Westover,381,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2022,21,Steele Creek,307,Indoors,Residential,Private Residence,Simple Assault,Open,09
2022,26,Westover,30,Parking Lot,Commercial Place,Other - Commercial Place,Burglary/B&E,Open,09
2022,21,Steele Creek,174,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,09
2022,27,Freedom,385,Outdoors,Open Area,Street/Highway,All Other Thefts,Open,09
2022,21,Steele Creek,94,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,09
2022,01,Central,341,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2022,06,Eastway,367,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2022,22,South,31,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2022,07,North Tryon,138,Indoors,Retail,Department Store,Shoplifting,Open,09
